GISJOIN,STATE,STATEA,COUNTY,COUNTYA,A08AA1820,A08AA1830,A08AA1840,A08AA1850,A08AA1860,A08AA1870,A08AA1880,A08AA1890,A08AA1900,A08AA1910,A08AA1920,A08AA1930,A08AA1940,A08AA1950,A08AA1960,A08AA1970,A08AA1980,A08AA1990,A08AA2000,A08AA2010,A08AB1820,A08AB1830,A08AB1840,A08AB1850,A08AB1860,A08AB1870,A08AB1880,A08AB1890,A08AB1900,A08AB1910,A08AB1920,A08AB1930,A08AB1940,A08AB1950,A08AB1960,A08AB1970,A08AB1980,A08AB1990,A08AB2000,A08AB2010
"G0100190","Alabama","010","Cherokee County","0190",,,4449,7007,9160,5276,9679,10353,10683,10284,10600,10257,10187,8929,8163,7774,9247,9607,11794,12888,,,4324,6877,9200,5856,9429,10106,10413,9942,10262,9962,9741,8705,8140,7832,9513,9936,12194,13101
"G0100210","Alabama","010","Chilton County","0210",,,,,,,5418,7432,8442,11859,11551,12457,14204,13545,12833,12214,14850,15767,19581,21608,,,,,,,5375,7117,8080,11328,11219,12122,13751,13377,12860,12966,15762,16691,20012,22035
"G0100230","Alabama","010","Choctaw County","0230",,,,4407,7100,6260,7750,8770,9097,9189,10510,10492,10278,9718,8891,8062,8112,7593,7489,6688,,,,3982,6777,6416,7981,8756,9039,9294,10243,10021,9917,9434,8979,8527,8727,8425,8433,7171
"G0100250","Alabama","010","Clarke County","0250",3054,3884,4495,5021,7611,7283,8797,11469,13982,15683,13242,13164,13909,13209,12721,12980,13359,13012,13180,12214,2785,3711,4145,4765,7438,7380,9009,11155,13808,15304,13167,12852,13727,13339,13017,13744,14343,14228,14687,13619
"G0100270","Alabama","010","Clay County","0270",,,,,,4585,6330,7834,8624,10585,11349,8963,8420,6921,6153,6131,6623,6363,6952,6833,,,,,,4975,6608,7931,8475,10421,11296,8805,8487,7008,6247,6505,7080,6889,7302,7099
"G0100290","Alabama","010","Cleburne County","0290",,,,,,3847,5356,6556,6650,6718,6719,6554,6945,6040,5447,5384,6183,6253,7037,7453,,,,,,4170,5620,6662,6556,6667,6641,6323,6684,5864,5464,5612,6412,6477,7086,7519
"G0100310","Alabama","010","Coffee County","0310",,,,3046,4952,3036,4025,6076,10856,13345,15190,16401,15939,15242,14979,16986,18780,19662,21303,24684,,,,2894,4671,3135,4094,6094,10116,12774,14880,16155,16048,15478,15604,17886,19753,20578,22312,25264
"G0100330","Alabama","010","Colbert County","0330",,,,,,6179,7980,10242,11144,12530,16570,14810,16845,19494,22807,23934,26246,24801,26311,26159,,,,,,6358,8173,9947,11197,12272,15427,15050,17248,20067,23699,25698,28273,26865,28673,28269
"G0100350","Alabama","010","Conecuh County","0350",3000,3874,4184,4630,5785,4643,6257,7301,8673,10822,12127,12688,12689,10675,8590,7531,7562,6639,6667,6412,2713,3570,4013,4692,5526,4931,6348,7293,8841,10611,12466,12741,12800,11101,9172,8114,8322,7415,7422,6816
"G0100370","Alabama","010","Coosa County","0370",,,3632,7389,9851,5722,7500,7955,8122,8348,7431,6354,6913,5942,5306,5221,5568,5431,6232,5727,,,3363,7154,9422,6223,7613,7951,8022,8286,7408,6106,6547,5824,5420,5441,5809,5632,5970,5812
"G0100375","Alabama","010","Cotaco County","0375",2681,,,,,,,,,,,,,,,,,,,,2582,,,,,,,,,,,,,,,,,,,
"G0100390","Alabama","010","Covington County","0390",,803,1269,1781,3267,2333,2757,3754,8040,16860,19433,20636,20847,19743,17168,16146,17423,17245,17992,18288,,719,1166,1864,3202,2535,2882,3782,7306,15264,18670,20720,21570,20630,18463,17933,19427,19233,19639,19477
"G0100410","Alabama","010","Crenshaw County","0410",,,,,,5438,5741,7643,9794,11706,11468,11776,11717,9334,7255,6274,6709,6468,6464,6714,,,,,,5718,5985,7782,9874,11607,11549,11880,11914,9647,7654,6914,7401,7167,7201,7192
"G0100430","Alabama","010","Cullman County","0430",,,,,,,3234,6828,9098,14458,16712,20844,23901,24588,22812,25855,30045,32851,38214,39719,,,,,,,3121,6611,8751,13863,16322,20207,23442,24458,22760,26590,31597,34762,39269,40687
"G0100450","Alabama","010","Dale County","0450",,1070,3800,3301,6140,5517,6174,8673,10589,10821,11312,11524,11256,10322,16292,29812,24812,25057,24356,24825,,961,3597,3081,6057,5808,6503,8552,10600,10787,11399,11651,11429,10506,14774,23126,23009,24576,24773,25426
"G0100470","Alabama","010","Dallas County","0470",3250,7291,12892,15098,16960,20026,23824,23901,26245,25697,26013,26084,26441,26740,26799,26179,25101,21937,21092,20244,2753,6726,12307,14629,16665,20679,24609,25449,28412,27704,28684,29010,28804,29530,29868,29117,28880,26193,25273,23576
"G0100490","Alabama","010","DeKalb County","0490",,,3057,4118,5298,3541,6300,10826,11828,14278,17375,20139,21583,22563,20388,20354,25991,26377,31508,35113,,,2872,4127,5407,3585,6375,10280,11730,13983,17051,19965,21492,22485,21029,21627,27667,28274,32944,35996
"G0100510","Alabama","010","Elmore County","0510",,,,,,7195,8780,10866,13233,14302,14140,17578,17582,15913,15172,16614,21407,24899,33342,38689,,,,,,7282,8722,10866,12866,13943,13945,16702,16964,15736,15352,16921,21983,24311,32532,40614
"G0100530","Alabama","010","Escambia County","0530",,,,,,2026,2933,4448,5753,9665,11187,14406,15694,15742,16551,17563,19057,17477,19475,19766,,,,,,2015,2786,4218,5567,9224,11277,13557,14977,15701,16960,17343,19383,18041,18965,18553
"G0100550","Alabama","010","Etowah County","0550",,,,,,4986,7703,11182,13858,20171,24053,31966,36151,46018,47109,45232,49214,47261,49506,50626,,,,,,5123,7695,10744,13503,18938,23222,31433,36429,47874,49871,48912,53843,52579,53953,53804
"G0100570","Alabama","010","Fayette County","0570",,1842,3533,4954,6550,3422,5061,6367,7150,8245,9265,9238,10881,9701,7932,7932,9068,8568,8935,8507,,1705,3409,4727,6300,3714,5074,6456,6982,8003,9100,9205,10770,9687,8216,8320,9741,9394,9560,8734
"G0100590","Alabama","010","Franklin County","0590",2671,5754,7385,10051,9400,3930,4523,5317,8559,9888,11104,12905,13935,12958,10894,11605,13740,13294,15329,15828,2317,5324,6885,9559,9227,4076,4632,5364,7952,9481,10907,12467,13617,12747,11094,12328,14610,14520,15894,15876
"G0100610","Alabama","010","Geneva County","0610",,,,,,1426,2198,5392,9902,13416,14694,15050,14494,12805,10902,10666,11750,11388,12529,13105,,,,,,1533,2144,5298,9194,12814,14621,15054,14678,13094,11408,11258,12503,12259,13235,13685
"G0100630","Alabama","010","Greene County","0630",2378,7785,12694,15960,15874,9101,10823,10695,11659,10887,8694,9729,9280,7988,6551,4966,5079,4660,4681,4271,2176,7241,11330,15481,14985,9298,11108,11312,12523,11830,9439,10016,9905,8494,7049,5684,5942,5493,5293,4774
"G0100650","Alabama","010","Hale County","0650",,,,,,10958,13196,13693,15421,13728,11783,12909,12567,10183,9404,7501,7361,7235,8110,7466,,,,,,10834,13357,13808,15590,14155,12506,13356,12966,10649,10133,8387,8243,8263,9075,8294
"G0100655","Alabama","010","Hancock County","0655",,,,774,,,,,,,,,,,,,,,,,,,,768,,,,,,,,,,,,,,,,
"G0100670","Alabama","010","Henry County","0670",1460,2078,3001,4707,7566,6840,9251,12557,18300,10491,10664,11268,10769,9189,7396,6337,7242,7271,7754,8302,1178,1942,2786,4312,7352,7351,9510,12290,17847,10452,10883,11552,11143,9485,7890,6917,8060,8103,8556,9000
"G0100690","Alabama","010","Houston County","0690",,,,,,,,,,16475,18584,22820,22464,22650,24454,27097,35792,38632,42170,48740,,,,,,,,,,15939,18750,23115,23201,23872,26264,29477,38840,42699,46617,52807
"G0100710","Alabama","010","Jackson County","0710",4540,6513,7862,7106,9332,9560,12626,14199,15462,16692,18379,18801,21190,19605,18224,19244,25138,23071,26281,26139,4211,6187,7853,6982,8951,9850,12488,13827,15046,16226,17485,18080,20612,19393,18457,19958,26269,24725,27645,27088
"G0100730","Alabama","010","Jefferson County","0730",,3526,3655,4531,5877,5919,11896,48702,75082,117792,158059,212586,223054,268053,303092,303657,314899,304259,312089,311813,,3329,3476,4458,5869,6426,11376,39799,65338,108684,151995,218907,236876,290875,331772,341334,356425,347266,349958,346653
"G0100750","Alabama","010","Lamar County","0750",,,,,,,5992,7012,8027,8814,9213,9159,9965,8331,6999,6922,8019,7509,7680,7097,,,,,,,6150,7175,8057,8673,8936,8842,9743,8110,7272,7413,8434,8206,8224,7467
"G0100770","Alabama","010","Lauderdale County","0770",2698,6271,7336,8689,8697,7383,10485,12140,13268,15446,20180,20199,22854,26698,30262,32877,38662,37975,42081,44379,2265,5510,7149,8483,8723,7708,10550,11599,13291,15490,19376,20931,23376,27481,31360,35234,41884,41686,45885,48330
"G0100790","Alabama","010","Lawrence County","0790",4571,7800,6747,7580,6947,8210,10620,10229,9938,11018,12227,13629,14091,13774,12194,13488,14764,15502,17066,16791,4081,7184,6566,7678,7028,8448,10772,10496,10186,10966,12080,13313,13789,13354,12307,13793,15406,16011,17737,17548
"G0100810","Alabama","010","Lee County","0810",,,,,,10651,13079,13928,15161,15828,16033,17451,17851,23147,25364,30583,38230,43215,56630,69126,,,,,,11099,14183,14766,16665,17039,16788,18612,18604,21926,24390,30685,38053,43931,58462,71121
"G0100830","Alabama","010","Limestone County","0830",5168,7642,7377,8201,7588,7385,10762,10613,11273,13610,15816,18414,17787,17901,18055,20444,22338,27077,33334,41910,4703,7165,6997,8282,7718,7632,10838,10588,11114,13270,15525,18215,17855,17865,18458,21255,23667,27058,32342,40872
"G0100850","Alabama","010","Lowndes County","0850",,4855,9967,11177,13958,12783,15552,15857,17605,15574,12178,11103,11013,8728,7479,6150,6235,5865,6302,5289,,4555,9572,10738,13758,12936,15624,15693,18046,16320,13228,11775,11648,9290,7938,6747,7018,6793,7171,6010
"G0100870","Alabama","010","Macon County","0870",,,5819,13657,13439,8785,8434,9051,11361,12597,11221,13578,13565,16284,13646,12330,12793,11547,11075,9826,,,5428,13241,13363,8942,8937,9388,11765,13452,12340,13525,14089,14277,13071,12511,14036,13381,13030,11626
"G0100890","Alabama","010","Madison County","0890",9418,14409,13088,13245,13311,15273,18538,18878,21738,23282,25556,32024,32720,35613,58587,92081,96400,117724,135019,164320,8063,13581,12618,13182,13140,15994,19087,19241,21964,23759,25712,32599,33597,37290,58761,94459,100566,121188,141681,170491
"G0100910","Alabama","010","Marengo County","0910",1575,3950,9066,14537,15841,12896,15139,16296,18829,19588,17421,17875,17526,14505,13121,11392,11905,10887,10569,9913,1358,3750,8198,13294,15330,13255,15751,16799,19486,20335,18644,18551,18210,14989,13977,12427,13142,12197,11970,11114
"G0100930","Alabama","010","Marion County","0930",,2054,2977,3954,5573,2880,4599,5691,7316,8871,11099,13195,14511,13673,10758,11575,14632,14587,15451,15293,,2004,2870,3879,5609,3179,4765,5656,7178,8624,10909,12772,14265,13591,11079,12213,15409,15243,15763,15483
"G0100950","Alabama","010","Marshall County","0950",,,3808,4453,5786,4720,7208,9605,11878,14424,16446,20061,21285,22477,23714,26284,31788,33905,40011,45843,,,3745,4393,5686,5151,7377,9330,11411,14129,16223,19741,21110,22613,24304,27927,33834,36927,42220,47176
"G0100970","Alabama","010","Mobile County","0970",1637,3572,11070,14494,22185,23936,23086,24683,30356,39306,49430,57697,68758,112141,152703,152232,175266,179577,191044,198374,1035,2695,7671,13106,18946,25375,25567,26904,32384,41548,50687,60666,73216,118964,161598,165076,189714,199066,208799,214618
"G0100990","Alabama","010","Monroe County","0990",4652,4509,5412,6074,7868,6951,8344,9380,11862,13631,14439,15154,14593,12679,10931,10113,10865,11577,11576,11109,4186,4273,5268,5939,7799,7263,8747,9610,11804,13524,14445,14916,14872,13053,11441,10770,11786,12391,12748,11959
"G0101010","Alabama","010","Montgomery County","1010",3517,6637,12637,15312,18408,21515,25563,27057,34627,39598,38391,47527,55582,66271,81425,78422,92536,98558,106359,109167,3087,6058,11937,14399,17496,22189,26793,29115,37420,42580,42462,51144,58838,72694,87785,89368,104502,110527,117151,120196
"G0101030","Alabama","010","Morgan County","1030",,4591,4939,5071,5616,6061,8185,12269,14497,17219,20285,23122,23824,25877,29577,37648,43836,48675,54451,58886,,4471,4902,5054,5719,6126,8243,11820,14323,16562,19911,23054,24324,27047,30877,39658,46395,51368,56613,60604
"G0101050","Alabama","010","Perry County","1050",1943,6061,9916,11388,14168,12236,15050,14319,15478,15291,12305,12852,12927,9866,8259,7302,7026,5940,5410,4980,1703,5429,9170,10897,13556,12739,15691,15013,16305,15931,13068,13533,13683,10573,9099,8086,7986,6819,6451,5611
"G0101070","Alabama","010","Pickens County","1070",,3455,8808,10961,11132,8530,10605,11192,12058,12477,12688,12406,13827,12003,10639,9754,10218,9660,9809,9428,,3167,8310,10551,11184,9160,10874,11278,12344,12578,12665,12496,13844,12346,11243,10572,11263,11039,11140,10318
"G0101090","Alabama","010","Pike County","1090",,3714,5229,8075,12504,8548,10157,12083,14669,15359,15495,15856,16002,15014,12584,12024,13134,12930,13985,15700,,3394,4879,7845,11931,8875,10483,12340,14503,15456,16136,16384,16491,15594,13403,13014,14916,14665,15620,17199
"G0101110","Alabama","010","Randolph County","1110",,,2584,5905,10040,5730,8198,8560,10798,12409,13575,13416,12612,11149,9488,8835,9573,9620,10810,11104,,,2389,5676,10019,6276,8377,8659,10849,12250,13489,13445,12904,11364,9989,9496,10502,10261,11570,11809
"G0101130","Alabama","010","Russell County","1130",,,7128,10015,13378,10892,12109,11561,13164,12570,13092,13147,17299,19487,22220,21751,22563,22392,23704,25287,,,6385,9533,13214,10744,12728,12532,13919,13367,14356,14230,18476,20877,24131,23643,24793,24468,26052,27660
"G0101150","Alabama","010","St. Clair County","1150",2201,3110,2889,3486,5575,4646,7231,8843,9890,10699,11906,12538,13923,13396,12599,13604,20259,25115,32652,41904,1965,2865,2749,3343,5438,4714,7231,8510,9535,10016,11477,11972,13413,13291,12789,14352,20946,24894,32090,41689
"G0101155","Alabama","010","Sanford County","1155",,,,,,4315,,,,,,,,,,,,,,,,,,,,4578,,,,,,,,,,,,,,
"G0101170","Alabama","010","Shelby County","1170",1266,2944,3125,4870,6481,5989,8664,10952,12138,13911,13968,14220,14648,14837,15837,18468,32577,48635,70257,95557,1150,2760,2987,4666,6137,6229,8572,9934,11546,13038,13129,13356,14314,15525,16295,19569,33721,50723,73036,99528
"G0101190","Alabama","010","Sumter County","1190",,,15681,11402,12510,11997,13982,14457,15880,13908,12433,13017,13274,11481,9705,8234,8013,7469,6795,6261,,,14256,10848,11525,12112,14746,15117,16830,14791,13136,13912,14047,12129,10336,8740,8895,8705,8003,7502
"G0101210","Alabama","010","Talladega County","1210",,,6506,9291,11746,8706,11380,14832,18067,18956,20348,22347,25310,31010,31961,31485,35411,35777,39285,40077,,,6081,9333,11774,9358,11980,14514,17706,18965,20657,22894,26522,32629,33534,33795,38415,38330,41036,42214
"G0101230","Alabama","010","Tallapoosa County","1230",,,3264,7862,11939,8253,11578,12670,14861,15485,14900,15521,17512,17419,16987,16195,18533,18262,19704,20190,,,3180,7722,11888,8710,11823,12790,14814,15549,14844,15667,17758,17655,18020,17645,20143,20564,21771,21426
"G0101250","Alabama","010","Tuscaloosa County","1250",4277,7147,8587,8924,11813,9810,12104,15016,18463,24407,26945,31922,37733,47541,53697,56693,66737,72645,79372,94400,3952,6499,7996,9132,11387,10271,12853,15336,17684,23152,26735,32231,38303,46551,55350,59336,70804,77877,85503,100256
"G0101270","Alabama","010","Walker County","1270",,1138,2038,2622,4023,3171,4633,8391,13212,19416,26532,30282,32381,31791,26620,27414,33283,32484,34117,32668,,1064,1994,2502,3957,3372,4846,7687,11950,17597,24061,29163,31820,31978,27591,28832,35377,35186,36596,34355
"G0101290","Alabama","010","Washington County","1290",2373,1818,2749,1399,2413,1930,2341,4149,5810,7491,7360,8581,8331,7880,7740,8051,8248,8144,8869,8656,1745,1656,2551,1314,2256,1982,2197,3786,5324,6963,6919,7784,7857,7732,7632,8190,8573,8550,9228,8925
"G0101310","Alabama","010","Wilcox County","1310",1664,4954,7893,8816,12409,14047,15624,15114,17356,16839,15109,12173,12807,11394,9137,7856,6933,6312,6142,5518,1253,4594,7385,8536,12209,14330,16204,15702,18275,16971,15971,12707,13472,12082,9602,8447,7822,7256,7041,6152
"G0101330","Alabama","010","Winston County","1330",,,,,1803,2022,2131,3259,4912,6615,7248,7777,9536,9246,7352,8276,10726,10757,12166,12021,,,,,1773,2133,2122,3293,4642,6240,7130,7819,9210,9004,7506,8378,11227,11296,12677,12463
"G0200100","Alaska","020","Aleutian Islands","0100",,,,,,,,,,,,,,,,5772,4878,,,,,,,,,,,,,,,,,,,2285,2890,,,
"G0200105","Alaska","020","Aleutian Islands - Elec District 14","0105",,,,,,,,,,,,,,,4254,,,,,,,,,,,,,,,,,,,,1757,,,,,
"G0200130","Alaska","020","Aleutians East Borough","0130",,,,,,,,,,,,,,,,,,1582,1750,2093,,,,,,,,,,,,,,,,,,882,947,1048
"G0200160","Alaska","020","Aleutians West Census Area","0160",,,,,,,,,,,,,,,,,,6238,3513,3723,,,,,,,,,,,,,,,,,,3240,1952,1838
"G0200200","Alaska","020","Anchorage Municipality","0200",,,,,,,,,,,,,,,,65121,90467,116367,131668,148209,,,,,,,,,,,,,,,,59421,83964,109971,128615,143617
"G0200205","Alaska","020","Anchorage - Elec District 10","0205",,,,,,,,,,,,,,,46071,,,,,,,,,,,,,,,,,,,,36762,,,,,
"G0200300","Alaska","020","Angoon","0300",,,,,,,,,,,,,,,,265,,,,,,,,,,,,,,,,,,,,238,,,,
"G0200400","Alaska","020","Barrow","0400",,,,,,,,,,,,,,,,1433,,,,,,,,,,,,,,,,,,,,1230,,,,
"G0200405","Alaska","020","Barrow - Elec District 21","0405",,,,,,,,,,,,,,,1332,,,,,,,,,,,,,,,,,,,,801,,,,,
"G0200500","Alaska","020","Bethel Census Area","0500",,,,,,,,,,,,,,,,3964,5813,7155,8500,8898,,,,,,,,,,,,,,,,3615,5186,6501,7506,8115
"G0200505","Alaska","020","Bethel - Elec District 16","0505",,,,,,,,,,,,,,,2946,,,,,,,,,,,,,,,,,,,,2591,,,,,
"G0200600","Alaska","020","Bristol Bay Borough","0600",,,,,,,,,,,,,,,,788,714,845,685,540,,,,,,,,,,,,,,,,359,380,565,573,457
"G0200605","Alaska","020","Bristol Bay - Elec District 15","0605",,,,,,,,,,,,,,,2404,,,,,,,,,,,,,,,,,,,,1620,,,,,
"G0200620","Alaska","020","Bristol Bay Division","0620",,,,,,,,,,,,,,,,1844,,,,,,,,,,,,,,,,,,,,1641,,,,
"G0200680","Alaska","020","Denali Borough","0680",,,,,,,,,,,,,,,,,,,1101,1002,,,,,,,,,,,,,,,,,,,792,824
"G0200700","Alaska","020","Dillingham Census Area","0700",,,,,,,,,,,,,,,,,2435,2076,2567,2541,,,,,,,,,,,,,,,,,2181,1936,2355,2306
"G0200800","Alaska","020","Cordova-McCarthy","0800",,,,,,,,,,,,,,,,1026,,,,,,,,,,,,,,,,,,,,831,,,,
"G0200805","Alaska","020","Cordova-McCarthy - Elec District 07","0805",,,,,,,,,,,,,,,1063,,,,,,,,,,,,,,,,,,,,696,,,,,
"G0200900","Alaska","020","Fairbanks North Star Borough","0900",,,,,,,,,,,,,,,,26314,29035,41506,43217,51531,,,,,,,,,,,,,,,,19550,24948,36214,39623,46050
"G0200905","Alaska","020","Fairbanks Northstar - Elec District 19","0905",,,,,,,,,,,,,,,25582,,,,,,,,,,,,,,,,,,,,17830,,,,,
"G0201000","Alaska","020","Haines Borough","1000",,,,,,,,,,,,,,,,786,887,1130,1211,1274,,,,,,,,,,,,,,,,718,793,987,1181,1234
"G0201050","Alaska","020","Hoonah-Angoon Census Area","1050",,,,,,,,,,,,,,,,,,,,1165,,,,,,,,,,,,,,,,,,,,985
"G0201100","Alaska","020","Juneau City and Borough","1100",,,,,,,,,,,,,,,,6897,10022,13575,15469,15950,,,,,,,,,,,,,,,,6659,9506,13176,15242,15325
"G0201105","Alaska","020","Juneau - Elec District 05","1105",,,,,,,,,,,,,,,5025,,,,,,,,,,,,,,,,,,,,4720,,,,,
"G0201200","Alaska","020","Kenai-Cook Inlet","1200",,,,,,,,,,,,,,,,7668,,,,,,,,,,,,,,,,,,,,6582,,,,
"G0201205","Alaska","020","Kenai-Cook Inlet - Elec District 12","1205",,,,,,,,,,,,,,,3462,,,,,,,,,,,,,,,,,,,,2635,,,,,
"G0201220","Alaska","020","Kenai Peninsula Borough","1220",,,,,,,,,,,,,,,,,13389,21606,25853,29038,,,,,,,,,,,,,,,,,11893,19196,23838,26362
"G0201300","Alaska","020","Ketchikan Gateway Borough","1300",,,,,,,,,,,,,,,,5232,5905,7217,7189,6911,,,,,,,,,,,,,,,,4809,5411,6611,6881,6566
"G0201305","Alaska","020","Ketchikan - Elec District 02","1305",,,,,,,,,,,,,,,5456,,,,,,,,,,,,,,,,,,,,4614,,,,,
"G0201400","Alaska","020","Kobuk","1400",,,,,,,,,,,,,,,,2320,2594,,,,,,,,,,,,,,,,,,,2114,2237,,,
"G0201405","Alaska","020","Kobuk - Elec District 22","1405",,,,,,,,,,,,,,,1893,,,,,,,,,,,,,,,,,,,,1667,,,,,
"G0201500","Alaska","020","Kodiak Island Borough","1500",,,,,,,,,,,,,,,,5365,5544,7395,7362,7197,,,,,,,,,,,,,,,,4044,4395,5914,6551,6395
"G0201505","Alaska","020","Kodiak - Elec District 13","1505",,,,,,,,,,,,,,,4378,,,,,,,,,,,,,,,,,,,,2796,,,,,
"G0201600","Alaska","020","Kuskokwim","1600",,,,,,,,,,,,,,,,1314,,,,,,,,,,,,,,,,,,,,992,,,,
"G0201605","Alaska","020","Kuskokwim - Elec District 17","1605",,,,,,,,,,,,,,,1314,,,,,,,,,,,,,,,,,,,,987,,,,,
"G0201640","Alaska","020","Lake and Peninsula Borough","1640",,,,,,,,,,,,,,,,,,911,969,859,,,,,,,,,,,,,,,,,,757,854,772
"G0201645","Alaska","020","Lynn Canal-Icy Straits - Elec District 06","1645",,,,,,,,,,,,,,,1606,,,,,,,,,,,,,,,,,,,,1339,,,,,
"G0201700","Alaska","020","Matanuska-Susitna Borough","1700",,,,,,,,,,,,,,,,3470,9242,20605,30831,46040,,,,,,,,,,,,,,,,3039,8574,19078,28491,42955
"G0201800","Alaska","020","Nome Census Area","1800",,,,,,,,,,,,,,,,3071,3554,4480,4969,5058,,,,,,,,,,,,,,,,2678,2983,3808,4227,4434
"G0201805","Alaska","020","Nome - Elec District 23","1805",,,,,,,,,,,,,,,3440,,,,,,,,,,,,,,,,,,,,2651,,,,,
"G0201850","Alaska","020","North Slope Borough","1850",,,,,,,,,,,,,,,,,2383,3258,3910,5904,,,,,,,,,,,,,,,,,1816,2721,3475,3526
"G0201880","Alaska","020","Northwest Arctic Borough","1880",,,,,,,,,,,,,,,,,,3224,3847,4029,,,,,,,,,,,,,,,,,,2889,3361,3494
"G0201900","Alaska","020","Outer Ketchikan","1900",,,,,,,,,,,,,,,,917,,,,,,,,,,,,,,,,,,,,759,,,,
"G0201905","Alaska","020","Palmer-Wasilla-Talkeetna - Elec District 09","1905",,,,,,,,,,,,,,,2817,,,,,,,,,,,,,,,,,,,,2371,,,,,
"G0201950","Alaska","020","Petersburg Census Area","1950",,,,,,,,,,,,,,,,,,,,1982,,,,,,,,,,,,,,,,,,,,1833
"G0201980","Alaska","020","Prince of Wales-Hyder Census Area","1980",,,,,,,,,,,,,,,,,,,,3070,,,,,,,,,,,,,,,,,,,,2489
"G0202000","Alaska","020","Prince Of Wales","2000",,,,,,,,,,,,,,,,1239,,,,,,,,,,,,,,,,,,,,867,,,,
"G0202005","Alaska","020","Prince Of Wales - Elec District 01","2005",,,,,,,,,,,,,,,1121,,,,,,,,,,,,,,,,,,,,651,,,,,
"G0202010","Alaska","020","Prince Of Wales-Outer Ketchikan","2010",,,,,,,,,,,,,,,,,2141,3545,3350,,,,,,,,,,,,,,,,,,1681,2733,2796,
"G0202015","Alaska","020","Seward - Elec District 11","2015",,,,,,,,,,,,,,,1615,,,,,,,,,,,,,,,,,,,,1341,,,,,
"G0202100","Alaska","020","Seward","2100",,,,,,,,,,,,,,,,1243,,,,,,,,,,,,,,,,,,,,1093,,,,
"G0202200","Alaska","020","Sitka City and Borough","2200",,,,,,,,,,,,,,,,3227,4115,4504,4505,4481,,,,,,,,,,,,,,,,2882,3688,4084,4330,4400
"G0202205","Alaska","020","Sitka - Elec District 04","2205",,,,,,,,,,,,,,,3689,,,,,,,,,,,,,,,,,,,,3001,,,,,
"G0202300","Alaska","020","Skagway Municipality","2300",,,,,,,,,,,,,,,,1184,,,,500,,,,,,,,,,,,,,,,973,,,,468
"G0202310","Alaska","020","Skagway-Yakutat-Angoon","2310",,,,,,,,,,,,,,,,,1838,2420,,,,,,,,,,,,,,,,,,,1640,1965,,
"G0202320","Alaska","020","Skagway-Hoonah-Angoon","2320",,,,,,,,,,,,,,,,,,,1848,,,,,,,,,,,,,,,,,,,,1588,
"G0202400","Alaska","020","Southeast Fairbanks Census Area","2400",,,,,,,,,,,,,,,,2462,3166,3187,3194,3917,,,,,,,,,,,,,,,,1717,2510,2726,2980,3112
"G0202500","Alaska","020","Upper Yukon","2500",,,,,,,,,,,,,,,,1091,,,,,,,,,,,,,,,,,,,,593,,,,
"G0202505","Alaska","020","Upper Yukon - Elec District 20","2505",,,,,,,,,,,,,,,987,,,,,,,,,,,,,,,,,,,,632,,,,,
"G0202600","Alaska","020","Valdez-Chitina-Whittier","2600",,,,,,,,,,,,,,,,1700,,,,,,,,,,,,,,,,,,,,1398,,,,
"G0202605","Alaska","020","Valdez-Chitina-Whittier - Elec District 08","2605",,,,,,,,,,,,,,,1709,,,,,,,,,,,,,,,,,,,,1135,,,,,
"G0202610","Alaska","020","Valdez-Cordova Census Area","2610",,,,,,,,,,,,,,,,,4640,5471,5428,5143,,,,,,,,,,,,,,,,,3708,4481,4767,4493
"G0202700","Alaska","020","Wade Hampton Census Area","2700",,,,,,,,,,,,,,,,2078,2440,3007,3666,3944,,,,,,,,,,,,,,,,1839,2225,2784,3362,3515
"G0202705","Alaska","020","Wade Hapton - Elec District 24","2705",,,,,,,,,,,,,,,1652,,,,,,,,,,,,,,,,,,,,1476,,,,,
"G0202750","Alaska","020","Wrangell City and Borough","2750",,,,,,,,,,,,,,,,,,,,1242,,,,,,,,,,,,,,,,,,,,1127
"G0202800","Alaska","020","Wrangell-Petersburg","2800",,,,,,,,,,,,,,,,2585,3310,3776,3477,,,,,,,,,,,,,,,,,2328,2857,3266,3207,
"G0202805","Alaska","020","Wrangell-Petersburg - Elec District 03","2805",,,,,,,,,,,,,,,2235,,,,,,,,,,,,,,,,,,,,1946,,,,,
"G0202820","Alaska","020","Yakutat City and Borough","2820",,,,,,,,,,,,,,,,,,,479,360,,,,,,,,,,,,,,,,,,,329,302
"G0202900","Alaska","020","Yukon-Koyukuk Census Area","2900",,,,,,,,,,,,,,,,2882,4529,4787,3554,3027,,,,,,,,,,,,,,,,1870,3344,3691,2997,2561
"G0202905","Alaska","020","Yukon-Koyukuk - Elec District 18","2905",,,,,,,,,,,,,,,2760,,,,,,,,,,,,,,,,,,,,1337,,,,,
"G0250015","Alaska Territory","025","First Judicicial Dist","0015",,,,,,,,,,,10899,11592,15139,15714,,,,,,,,,,,,,,,,,6503,7712,10102,12489,,,,,,
"G0250035","Alaska Territory","025","Fourth Judicicial Dist","0035",,,,,,,,,,,7072,8252,9734,18119,,,,,,,,,,,,,,,,,3441,5286,6360,10531,,,,,,
"G0250055","Alaska Territory","025","Northern District","0055",,,,,,,,4008,23485,,,,,,,,,,,,,,,,,,,3126,7084,,,,,,,,,,,
"G0250075","Alaska Territory","025","Second Judicicial Dist","0075",,,,,,,,,,,5911,5525,6395,6669,,,,,,,,,,,,,,,,,4979,4602,5482,5603,,,,,,
